Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Classification
X5,2018,Africa,Black,Electric,Manual,1.6,6634,67794,High
i3,2022,North America,Black,Hybrid,Automatic,3.0,81603,115537,Low
X6,2011,Africa,Red,Hybrid,Automatic,3.6,97667,81625,Low
7 Series,2023,Europe,Black,Diesel,Manual,4.9,109291,30463,High
M3,2011,Middle East,Black,Diesel,Automatic,4.6,106672,101785,Low
M5,2011,Africa,Red,Petrol,Automatic,2.5,41594,93495,Low
i3,2015,Asia,White,Hybrid,Manual,3.3,95364,91829,High
M5,2012,Middle East,Red,Diesel,Manual,1.7,71227,114903,High
X1,2022,South America,Black,Petrol,Automatic,2.3,26767,117363,Low
i3,2018,Africa,White,Hybrid,Automatic,4.2,27979,95982,Low
M5,2013,Asia,White,Petrol,Automatic,1.9,170073,81725,Low
X5,2010,Africa,White,Hybrid,Automatic,2.4,23577,62344,High
3 Series,2013,South America,Blue,Electric,Automatic,4.8,121155,35561,Low
X1,2010,North America,Black,Diesel,Manual,4.4,148730,59157,High
M3,2023,South America,Grey,Hybrid,Manual,4.2,80410,55419,High
X3,2014,South America,Silver,Petrol,Manual,4.5,35380,84387,Low
X6,2013,South America,White,Electric,Manual,4.1,183126,36457,Low
X5,2017,Europe,Silver,Electric,Automatic,1.9,5204,32190,Low
X5,2017,South America,Black,Hybrid,Manual,3.3,42159,85852,Low
X3,2016,Asia,Grey,Petrol,Automatic,3.1,143652,93537,Low
X6,2012,South America,Grey,Diesel,Manual,2.6,186337,56075,High
i3,2010,Asia,White,Petrol,Manual,4.4,25644,33486,Low
5 Series,2010,Africa,Grey,Electric,Manual,3.1,127690,74267,Low
5 Series,2021,Asia,White,Electric,Manual,1.7,21122,112462,Low
i8,2020,South America,White,Hybrid,Automatic,2.5,59781,62084,Low
i3,2012,Europe,Black,Hybrid,Automatic,2.3,183685,119952,High
7 Series,2015,Europe,Grey,Diesel,Manual,4.6,126540,33593,Low
7 Series,2016,Africa,Red,Diesel,Manual,3.8,92316,85617,Low
X3,2015,Asia,Grey,Diesel,Manual,3.5,6304,45543,Low
X6,2023,Europe,White,Hybrid,Automatic,3.3,54800,100512,High
X5,2023,South America,Grey,Petrol,Manual,3.8,51128,94088,Low
i8,2015,Middle East,Silver,Electric,Automatic,4.1,86794,39377,High
X1,2015,Africa,Silver,Hybrid,Automatic,3.4,15994,41990,High
i8,2022,Africa,Black,Diesel,Manual,4.8,89921,41946,Low
X3,2012,Middle East,Silver,Hybrid,Automatic,4.9,110369,40370,Low
3 Series,2015,Africa,Red,Electric,Automatic,5.0,69854,58429,High
X3,2017,North America,Silver,Petrol,Manual,3.8,113551,30284,Low
3 Series,2020,Middle East,Red,Petrol,Automatic,4.8,159467,76201,Low
M3,2020,North America,Red,Hybrid,Automatic,2.9,180136,59712,Low
X6,2011,North America,Black,Diesel,Automatic,4.5,109348,85468,High
i8,2014,Middle East,White,Diesel,Manual,4.7,144533,82911,Low
X6,2023,Asia,Red,Diesel,Manual,4.7,32173,54649,Low
5 Series,2010,Africa,Black,Diesel,Automatic,4.4,102278,35915,High
M3,2021,Middle East,White,Hybrid,Manual,2.9,162609,54134,Low
M5,2024,Middle East,White,Hybrid,Automatic,2.1,43892,84569,Low
7 Series,2010,Africa,Blue,Diesel,Automatic,2.7,185870,92721,High
5 Series,2014,South America,Black,Diesel,Automatic,4.2,134531,87621,Low
5 Series,2021,North America,Blue,Hybrid,Manual,2.3,194391,76581,Low
3 Series,2022,Middle East,Silver,Hybrid,Automatic,3.2,118028,63248,High
i3,2012,Middle East,Red,Diesel,Manual,3.5,155164,118934,Low
i3,2013,North America,Red,Electric,Automatic,3.6,167951,104651,Low
3 Series,2012,South America,Red,Hybrid,Manual,4.8,135680,93319,Low
M3,2010,Middle East,Grey,Petrol,Manual,3.8,20833,30946,Low
X5,2010,Africa,Black,Diesel,Automatic,4.3,169423,45093,High
M5,2021,North America,Silver,Diesel,Manual,3.5,52191,66769,Low
5 Series,2021,Europe,Black,Electric,Automatic,4.4,82062,84946,Low
5 Series,2023,South America,Red,Petrol,Manual,2.4,181200,46751,Low
X1,2022,Africa,Blue,Hybrid,Automatic,2.2,16720,41380,Low
M3,2023,North America,Silver,Hybrid,Manual,4.7,26402,35130,High
i3,2014,South America,Red,Diesel,Manual,3.9,185012,74147,High
i8,2015,Europe,Grey,Electric,Automatic,3.9,137116,71187,Low
M3,2012,Europe,Red,Electric,Automatic,3.1,125303,36190,Low
M3,2021,South America,Grey,Diesel,Automatic,2.8,72907,31385,Low
5 Series,2018,South America,Blue,Diesel,Manual,3.4,96313,48896,Low
X6,2014,Asia,Black,Electric,Manual,1.9,114324,111758,High
X3,2017,Europe,Red,Electric,Automatic,3.1,37926,112367,Low
X3,2022,South America,Blue,Diesel,Automatic,3.1,1536,42468,High
i8,2010,North America,Blue,Hybrid,Automatic,3.4,58700,94124,Low
7 Series,2023,South America,Grey,Diesel,Manual,3.7,33111,102861,Low
3 Series,2014,Middle East,Grey,Diesel,Manual,4.9,154711,76421,Low
i8,2024,Africa,White,Petrol,Manual,3.8,145740,97980,Low
X6,2012,Africa,Black,Hybrid,Manual,4.6,17763,53320,Low
i8,2021,South America,Grey,Diesel,Automatic,3.4,158596,31016,Low
X1,2010,Africa,Red,Electric,Automatic,3.7,70582,32634,Low
5 Series,2013,Africa,Grey,Petrol,Manual,1.7,164685,82139,Low
M5,2024,South America,Blue,Petrol,Manual,2.0,32207,35232,Low
i8,2022,Middle East,Black,Hybrid,Manual,3.5,36421,117586,Low
M5,2014,Africa,Blue,Petrol,Automatic,2.9,109953,90079,Low
3 Series,2016,Africa,Silver,Hybrid,Manual,4.3,45420,55483,High
7 Series,2010,South America,Blue,Hybrid,Automatic,3.4,169022,110072,Low
X3,2012,South America,Red,Diesel,Automatic,4.6,71247,46723,Low
X1,2011,Asia,Grey,Electric,Automatic,4.9,133987,98433,High
X5,2018,Africa,Silver,Diesel,Manual,2.0,54511,52655,High
X1,2019,Asia,Black,Electric,Manual,2.9,190036,58531,High
X6,2024,Middle East,White,Electric,Manual,3.8,11344,113647,Low
M5,2015,Middle East,Grey,Petrol,Automatic,2.6,166487,112693,Low
5 Series,2019,Middle East,Silver,Petrol,Automatic,2.4,121797,100148,High
M5,2012,Asia,Grey,Hybrid,Automatic,4.3,124001,82901,Low
i3,2017,Europe,Grey,Diesel,Automatic,4.9,40442,67998,High
i3,2023,Middle East,Black,Electric,Manual,4.2,2005,41659,Low
7 Series,2017,North America,Black,Hybrid,Manual,3.3,194029,43238,High
X6,2011,South America,Blue,Petrol,Manual,3.0,169730,86385,High
X5,2024,Europe,Blue,Petrol,Manual,3.4,82598,113709,High
i8,2015,South America,Red,Petrol,Automatic,3.1,182742,80754,Low
X3,2016,South America,Red,Hybrid,Automatic,3.3,26890,60361,Low
X3,2011,Middle East,Grey,Hybrid,Automatic,2.2,59103,46517,High
X3,2024,Europe,Red,Electric,Manual,4.7,1390,119117,High
i8,2020,North America,Red,Diesel,Automatic,4.1,5405,108815,Low
3 Series,2019,South America,Black,Hybrid,Manual,3.9,42467,102968,Low
X6,2011,Africa,White,Diesel,Manual,4.8,35394,102034,Low
X5,2019,Europe,Blue,Hybrid,Manual,2.5,36527,84856,Low
i3,2010,Europe,Red,Petrol,Automatic,1.8,126567,46702,High
3 Series,2017,North America,Red,Electric,Automatic,4.4,3879,49819,High
X1,2010,Africa,Black,Diesel,Automatic,5.0,37731,33141,Low
X5,2018,Europe,Blue,Petrol,Manual,3.5,31445,62226,High
3 Series,2020,South America,Silver,Diesel,Automatic,1.7,176625,117171,Low
3 Series,2015,North America,White,Hybrid,Automatic,4.2,154571,54989,High
5 Series,2016,North America,White,Electric,Manual,1.8,28199,54748,Low
7 Series,2022,Asia,Black,Electric,Manual,3.4,157901,51785,High
X3,2019,Africa,Black,Hybrid,Automatic,2.5,114886,70265,High
X6,2016,Europe,Black,Petrol,Manual,4.7,10561,63605,High
M3,2019,Africa,White,Hybrid,Automatic,3.1,108903,58185,Low
i8,2012,Middle East,Red,Electric,Automatic,4.6,144778,108406,Low
i8,2011,North America,Silver,Diesel,Automatic,2.5,129520,38071,High
7 Series,2018,Europe,Silver,Hybrid,Manual,2.9,16841,75628,High
M3,2017,Africa,Silver,Hybrid,Manual,4.8,183782,100693,Low
7 Series,2022,North America,Grey,Electric,Automatic,2.2,91013,89453,High
7 Series,2021,Africa,Silver,Diesel,Manual,3.5,175240,82064,High
i8,2019,North America,White,Petrol,Automatic,2.9,122500,96319,High
7 Series,2016,Middle East,Silver,Hybrid,Automatic,4.2,179716,78386,Low
7 Series,2018,Africa,Red,Electric,Automatic,2.0,176437,77426,Low
X3,2013,Africa,Black,Electric,Automatic,3.0,159170,119954,Low
7 Series,2022,North America,Grey,Electric,Automatic,3.9,166155,64742,High
M5,2013,Africa,Grey,Hybrid,Manual,2.9,33669,93884,Low
7 Series,2010,North America,White,Petrol,Manual,1.7,56052,99698,Low
X6,2017,Africa,White,Electric,Automatic,4.0,53449,82740,Low
i8,2023,Africa,Black,Hybrid,Automatic,3.3,123239,52193,Low
X5,2023,North America,Grey,Diesel,Automatic,1.5,56918,36116,Low
3 Series,2021,South America,Silver,Electric,Manual,3.6,99440,51226,Low
i3,2012,Asia,Black,Petrol,Automatic,4.7,192413,114851,Low
X3,2016,South America,Red,Electric,Automatic,1.9,136356,105711,Low
X6,2024,Europe,Silver,Hybrid,Manual,3.6,131579,36319,Low
X6,2021,Africa,Grey,Petrol,Automatic,4.1,192233,32423,Low
M3,2011,North America,Red,Electric,Automatic,1.7,119960,56835,Low
X6,2011,North America,White,Electric,Automatic,1.6,129451,104447,Low
X5,2016,Africa,Grey,Diesel,Automatic,3.1,13371,105070,Low
X5,2024,Middle East,White,Hybrid,Automatic,4.3,78733,75419,Low
X1,2015,Asia,Grey,Diesel,Automatic,2.1,199235,84022,Low
i3,2012,Asia,Grey,Electric,Manual,4.4,25251,87697,Low
X5,2018,Middle East,Red,Electric,Manual,3.8,50183,75390,High
X5,2019,Middle East,Red,Hybrid,Manual,2.7,148760,93236,Low
X5,2024,Africa,White,Petrol,Manual,3.3,93603,72936,Low
M5,2023,South America,Silver,Diesel,Manual,4.9,140914,34553,Low
3 Series,2022,Asia,Blue,Electric,Automatic,2.3,34532,90267,Low
i8,2015,Middle East,Grey,Electric,Automatic,3.2,82478,80247,High
i3,2019,Middle East,Grey,Diesel,Manual,3.7,183985,107396,High
X5,2019,Asia,Red,Electric,Automatic,2.0,15812,76124,Low
3 Series,2015,North America,Blue,Electric,Automatic,1.7,25425,119970,Low
X3,2010,North America,Red,Electric,Automatic,1.5,40927,62008,High
M5,2013,Africa,Blue,Petrol,Automatic,2.6,133161,36902,High
5 Series,2019,Africa,Grey,Diesel,Manual,1.8,194310,42650,Low
X1,2015,North America,Silver,Diesel,Manual,4.3,90089,103531,Low
5 Series,2024,Europe,Red,Electric,Automatic,5.0,40963,46019,High
3 Series,2015,Europe,Silver,Electric,Automatic,1.7,110901,83776,Low
i8,2020,Europe,Red,Diesel,Manual,3.0,93800,94038,Low
X6,2021,Asia,Red,Hybrid,Manual,1.6,13086,36462,High
X3,2014,Europe,Red,Electric,Automatic,2.0,37967,64069,Low
X5,2010,North America,Black,Petrol,Automatic,2.6,14396,60636,Low
X6,2017,North America,Silver,Hybrid,Manual,2.9,117113,74150,Low
5 Series,2014,Africa,White,Electric,Automatic,4.8,58754,110517,Low
X6,2021,Asia,White,Hybrid,Automatic,2.9,9134,45607,Low
M5,2021,North America,Black,Electric,Automatic,3.2,130480,52081,Low
X3,2021,Europe,Silver,Electric,Automatic,2.4,64002,116500,Low
X5,2014,Middle East,Silver,Hybrid,Automatic,1.5,149506,30135,High
i3,2016,Europe,Silver,Hybrid,Manual,4.6,33244,116918,Low
X1,2013,Africa,Grey,Diesel,Automatic,1.8,105554,49663,High
M3,2015,Africa,Black,Hybrid,Automatic,4.9,179971,59889,High
3 Series,2022,Africa,White,Electric,Manual,2.0,28730,101189,High
i8,2013,Middle East,Grey,Diesel,Automatic,3.6,39970,92250,Low
M5,2023,Europe,Grey,Hybrid,Automatic,5.0,16692,99296,Low
X5,2024,Europe,Black,Electric,Automatic,2.0,9615,66166,Low
3 Series,2012,South America,Red,Hybrid,Automatic,3.0,122231,92873,Low
M3,2016,South America,White,Diesel,Automatic,4.2,158898,86673,High
X3,2017,Asia,Silver,Diesel,Automatic,1.6,149657,53093,Low
7 Series,2013,Middle East,Red,Petrol,Manual,3.9,119461,109866,High
7 Series,2022,Africa,Black,Electric,Manual,1.8,106864,37051,High
X1,2011,South America,Blue,Hybrid,Manual,2.3,191856,42968,High
7 Series,2021,Europe,Blue,Diesel,Manual,2.1,138657,113426,Low
3 Series,2019,South America,Red,Diesel,Manual,4.7,188658,103473,Low
7 Series,2023,Africa,Red,Diesel,Automatic,2.1,117012,60516,Low
X3,2012,Middle East,White,Hybrid,Manual,1.6,123560,58086,Low
X6,2010,Middle East,Black,Petrol,Automatic,3.6,3514,68930,High
i8,2017,North America,Silver,Petrol,Automatic,2.7,177410,41756,Low
i3,2024,North America,Black,Diesel,Manual,2.9,108780,42697,High
5 Series,2012,Africa,Blue,Electric,Automatic,1.9,117047,35004,Low
X6,2021,Europe,White,Hybrid,Manual,4.1,57533,85638,Low
X6,2019,Middle East,Blue,Electric,Automatic,3.6,179601,94664,Low
i3,2016,North America,Grey,Petrol,Manual,2.8,107224,108265,High
X6,2019,South America,Red,Electric,Manual,2.1,111839,73514,Low
X1,2014,Middle East,Black,Petrol,Manual,3.6,136787,64990,Low
5 Series,2019,Middle East,Blue,Hybrid,Automatic,4.2,98318,108742,High
i3,2014,South America,Blue,Petrol,Manual,2.6,85185,114354,High
M5,2023,South America,Black,Hybrid,Manual,1.6,172797,73954,Low
i8,2016,Middle East,White,Electric,Automatic,2.3,110324,105341,Low
3 Series,2024,Africa,Red,Diesel,Automatic,3.9,29725,119038,High
X3,2018,South America,Red,Petrol,Automatic,5.0,61899,91730,High
M3,2021,Africa,Blue,Petrol,Automatic,1.5,11430,109949,Low
3 Series,2014,Africa,Blue,Electric,Automatic,2.6,197439,60352,Low
5 Series,2010,Africa,Grey,Diesel,Manual,1.7,195818,96809,Low
X3,2019,Asia,Grey,Diesel,Manual,2.6,85688,36661,High
X5,2019,North America,Silver,Electric,Automatic,2.9,20462,88937,Low
X3,2010,Middle East,Red,Diesel,Automatic,4.7,10558,115843,Low
X3,2024,Europe,Black,Diesel,Manual,1.8,185671,93151,Low
i3,2011,Middle East,Silver,Electric,Automatic,4.2,172246,61625,Low
7 Series,2023,North America,Black,Electric,Automatic,2.9,183830,97853,Low
7 Series,2015,Africa,White,Electric,Manual,4.3,122871,42186,Low
X3,2018,Africa,Black,Petrol,Manual,3.3,158539,88307,Low
3 Series,2017,Europe,Black,Diesel,Automatic,1.6,153861,79362,High
X1,2022,North America,Silver,Diesel,Manual,4.8,142009,55139,Low
X3,2014,Africa,Red,Diesel,Automatic,1.8,116237,41969,Low
X1,2010,Europe,Blue,Petrol,Automatic,3.6,126235,59752,High
M5,2022,Middle East,Blue,Petrol,Automatic,4.6,53187,81354,Low
M3,2016,North America,Blue,Hybrid,Automatic,1.8,195192,119134,Low
7 Series,2024,Asia,Red,Hybrid,Automatic,3.4,83608,113671,Low
7 Series,2014,South America,Red,Hybrid,Automatic,4.4,69018,75481,Low
i8,2015,Middle East,White,Hybrid,Automatic,5.0,123323,103534,Low
i3,2022,South America,White,Diesel,Manual,4.0,136323,35945,Low
M5,2016,North America,White,Petrol,Manual,2.5,145948,45297,Low
X3,2012,Middle East,Silver,Diesel,Manual,3.9,186088,83549,Low
X6,2021,Africa,White,Diesel,Automatic,4.0,60014,51230,High
i8,2019,Europe,Red,Electric,Manual,3.9,128625,107973,High
5 Series,2012,Europe,Black,Electric,Manual,4.5,36826,106372,Low
i3,2014,Asia,Black,Diesel,Manual,1.8,190726,100453,Low
M5,2015,South America,Silver,Petrol,Automatic,1.9,32159,92285,Low
3 Series,2018,Africa,Red,Electric,Manual,3.7,27967,95875,Low
X3,2022,Europe,Silver,Hybrid,Automatic,4.8,165231,72593,Low
3 Series,2023,Asia,Red,Diesel,Manual,3.1,39466,101930,Low
M5,2021,Asia,White,Electric,Manual,4.9,78179,70403,High
X5,2014,Europe,Grey,Hybrid,Manual,4.8,187195,41296,High
X1,2024,South America,Silver,Petrol,Manual,4.7,160411,76189,Low
i8,2010,Europe,White,Petrol,Automatic,4.7,165927,114137,Low
X1,2023,Africa,White,Hybrid,Automatic,4.6,136514,94933,Low
M3,2023,Africa,White,Electric,Manual,4.4,35796,45975,Low
X3,2023,North America,Blue,Hybrid,Automatic,3.9,162596,89574,High
X1,2013,Middle East,Silver,Electric,Automatic,1.6,78178,101679,Low
5 Series,2014,North America,Grey,Hybrid,Automatic,2.0,102714,32116,Low
M3,2021,Africa,White,Hybrid,Manual,2.0,1811,56208,High
i3,2019,South America,White,Electric,Manual,1.6,151998,110953,Low
5 Series,2019,Africa,White,Electric,Automatic,1.9,142024,30432,Low
X5,2014,Asia,White,Diesel,Automatic,4.7,106658,47201,High
X6,2016,Middle East,Red,Petrol,Automatic,3.8,151865,74845,High
i8,2013,Asia,Black,Diesel,Manual,2.6,121993,60810,Low
M3,2010,South America,Blue,Petrol,Automatic,4.3,191728,54325,High
M5,2023,Middle East,Grey,Electric,Automatic,3.2,177722,90483,High
X5,2023,Africa,Red,Diesel,Automatic,2.0,74612,63767,Low
M3,2014,Asia,Grey,Electric,Automatic,4.6,133780,88568,High
X6,2016,South America,Blue,Diesel,Manual,2.7,165162,63342,Low
X1,2019,Africa,Grey,Electric,Automatic,3.9,81128,67337,Low
3 Series,2019,Middle East,Silver,Electric,Manual,2.5,161578,54124,High
i3,2015,South America,Silver,Electric,Manual,3.3,26839,54215,Low
M3,2014,Middle East,Black,Petrol,Automatic,4.4,71014,106337,Low
i8,2013,Asia,White,Electric,Manual,2.0,100480,113894,Low
M3,2011,Africa,White,Electric,Automatic,4.9,119981,95058,Low
i3,2013,Asia,Red,Electric,Automatic,1.7,160894,95155,High
5 Series,2024,Europe,Grey,Hybrid,Automatic,3.4,81770,62997,Low
X1,2019,Africa,Red,Petrol,Automatic,4.7,91038,99809,Low
5 Series,2019,Asia,Red,Hybrid,Manual,4.8,2622,113545,Low
M5,2012,North America,Grey,Electric,Automatic,2.3,157101,35561,Low
M5,2019,Europe,Black,Diesel,Manual,2.0,128785,67632,High
M3,2010,Africa,Red,Electric,Manual,4.0,15805,45507,Low
X3,2017,North America,Black,Hybrid,Automatic,1.6,192794,98338,Low
X5,2014,North America,Red,Petrol,Manual,3.2,112616,65146,High
i3,2022,Africa,Red,Hybrid,Manual,4.3,158763,39371,High
X5,2013,South America,Grey,Petrol,Manual,3.5,149677,95650,Low
7 Series,2017,North America,Red,Electric,Automatic,2.2,154172,95673,High
X6,2016,Middle East,Silver,Petrol,Automatic,3.2,160994,36529,Low
M3,2011,South America,Black,Electric,Manual,4.7,101736,37291,Low
i3,2010,Europe,Blue,Hybrid,Automatic,3.7,101647,96374,High
X5,2021,South America,Grey,Petrol,Automatic,4.0,184282,65453,High
X6,2020,Middle East,Grey,Petrol,Automatic,2.7,162403,40976,High
X1,2013,Middle East,White,Electric,Manual,2.2,54388,96502,Low
X1,2017,North America,Red,Diesel,Automatic,2.4,184511,77086,High
i8,2021,Europe,Grey,Electric,Automatic,3.4,157823,114472,Low
i8,2011,Asia,White,Hybrid,Automatic,2.5,62983,93444,Low
i3,2012,Middle East,White,Petrol,Manual,3.4,124343,47777,Low
5 Series,2021,Middle East,Red,Diesel,Automatic,4.0,106679,97853,Low
3 Series,2010,Africa,Red,Diesel,Automatic,4.1,123015,105114,High
i8,2010,Asia,White,Electric,Automatic,2.1,71119,59940,High
7 Series,2022,Africa,Black,Diesel,Automatic,4.1,56534,95164,High
X6,2012,Europe,Black,Diesel,Automatic,3.9,131425,67268,Low
i8,2020,Africa,White,Electric,Manual,1.5,78999,107597,High
M5,2014,Europe,Silver,Diesel,Automatic,1.7,134005,44431,High
3 Series,2021,South America,White,Hybrid,Manual,3.8,192532,33634,Low
X5,2012,Middle East,White,Diesel,Automatic,2.8,130556,88294,High
X6,2010,South America,Silver,Petrol,Manual,2.0,45708,43547,Low
X5,2010,Asia,Black,Diesel,Manual,1.7,140291,61697,High
i3,2017,Asia,Black,Electric,Manual,2.1,161500,83062,Low
X3,2019,Europe,Red,Petrol,Manual,4.9,14205,32033,High
M5,2020,Europe,Grey,Hybrid,Automatic,4.0,182203,98363,High
X6,2021,Europe,Blue,Hybrid,Automatic,3.3,184003,80549,Low
M5,2022,South America,White,Petrol,Manual,4.8,151188,101717,High
X6,2022,North America,White,Hybrid,Automatic,3.7,172961,36829,High
X6,2021,South America,Silver,Electric,Automatic,4.0,21576,58399,Low
7 Series,2024,North America,Blue,Diesel,Manual,2.5,88984,94328,High
i3,2023,North America,Blue,Electric,Manual,3.6,11604,104168,Low
i3,2011,Middle East,Blue,Petrol,Automatic,2.0,139395,82166,High
i8,2022,Asia,White,Diesel,Manual,2.9,174399,61129,Low
5 Series,2012,Asia,Blue,Petrol,Automatic,1.6,33615,53341,Low
i3,2011,North America,Red,Diesel,Manual,2.3,145432,90524,High
X5,2012,North America,Red,Hybrid,Automatic,1.8,19879,119903,Low
X3,2016,Asia,Grey,Diesel,Automatic,2.9,37382,97089,Low
X1,2010,Middle East,Grey,Diesel,Manual,4.5,26493,107374,Low
X3,2019,South America,White,Hybrid,Manual,2.8,13828,68456,Low
3 Series,2017,South America,Black,Electric,Manual,4.4,36647,45078,Low
5 Series,2022,North America,Grey,Hybrid,Manual,3.8,121263,78058,High
X3,2019,Africa,Black,Petrol,Automatic,3.3,67674,93953,Low
X1,2019,North America,Blue,Petrol,Automatic,2.3,131057,65133,High
i8,2019,South America,White,Petrol,Automatic,4.7,69371,31709,Low
M3,2023,Europe,Red,Petrol,Automatic,1.7,159433,83009,Low
X6,2011,Asia,Red,Hybrid,Automatic,3.9,53224,116905,Low
5 Series,2012,North America,Red,Electric,Automatic,3.7,121730,39556,High
X5,2018,South America,Red,Electric,Manual,3.0,29294,112830,Low
5 Series,2016,Asia,Blue,Petrol,Automatic,2.3,113868,113702,Low
7 Series,2013,Europe,Grey,Diesel,Manual,3.0,64985,80565,Low
M5,2019,Europe,Blue,Petrol,Automatic,4.6,124983,114539,Low
7 Series,2014,North America,Red,Hybrid,Automatic,4.4,165056,117738,Low
M5,2011,Middle East,White,Electric,Manual,4.8,158280,98458,Low
M5,2022,Africa,Grey,Petrol,Manual,2.6,185369,108495,Low
i3,2020,Asia,Black,Electric,Automatic,2.9,150855,45778,Low
i3,2022,North America,White,Petrol,Automatic,1.6,157485,94162,Low
5 Series,2017,South America,White,Petrol,Automatic,4.8,71957,53897,Low
i8,2013,Asia,Black,Diesel,Manual,2.7,172965,46246,Low
X6,2018,Europe,White,Electric,Manual,2.9,47917,100635,Low
M3,2014,South America,Red,Petrol,Manual,4.7,108564,74783,High
7 Series,2022,North America,Black,Diesel,Automatic,3.3,3023,85017,High
X5,2018,North America,Silver,Electric,Manual,3.5,118550,31497,Low
7 Series,2013,North America,Silver,Petrol,Automatic,2.1,184827,35013,Low
X3,2019,Africa,White,Petrol,Automatic,3.2,88336,95330,Low
M3,2014,Europe,Red,Petrol,Automatic,4.7,177247,75199,Low
5 Series,2018,South America,White,Petrol,Manual,3.5,117487,74599,Low
7 Series,2017,Europe,Silver,Electric,Manual,2.4,93249,83021,Low
X3,2012,South America,Silver,Hybrid,Manual,1.6,97006,118641,Low
X1,2010,Asia,Red,Diesel,Manual,2.7,198600,100180,High
5 Series,2012,South America,Black,Petrol,Manual,3.5,13804,44482,Low
X6,2013,South America,Blue,Electric,Automatic,1.6,172249,86584,Low
i3,2011,Middle East,Red,Electric,Manual,3.6,134576,114475,Low
X1,2010,Africa,White,Hybrid,Manual,3.3,46370,94337,Low
